id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,sample_analysed_info,sample_analysed_ht,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
37092570,Adler (1998),1998,['Feedback'],NA,,81,"['Page 21:\n[¬s]""The experimental group had 22 boys and 22 girls, all of European-American descent. The control group had 17 girls and 20 boys, also all of European-American descent.[¬e]""']",,['Mixed gender'],"['Page 21:\n[¬s]""The experimental group had 22 boys and 22 girls, all of European-American descent. The control group had 17 girls and 20 boys, also all of European-American descent.[¬e]""']",48.14,,NA,NA,,NA,NA,,NA,NA,,"['Page 21:\n[¬s]"" The experimental group had 22 boys and 22 girls[¬e]""']",44,,"['Page 21:\n[¬s]"" The control group had 17 girls and 20 boys[¬e]""']",37,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
46887859,Algozzine (2009),2009,['Feedback'],NA,,100,"['Page 4:\n[¬s]""we randomly selected 50 children from\nthose participating in 7 treatment schools and 50 children from those with similar levels of fall\nbenchmark risk on an ORF measure in 7 control schools.[¬e]""']",,['Mixed gender'],"['Page 4:\n[¬s]""Girls (48%) and boys (52%)[¬e]""']",48,,70,"['Page 4:\n[¬s]""and more than 70%[¬e]""', 'Page 5:\n[¬s]""of the students were on the free or reduced-price lunch program at their schools.[¬e]""']",,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""50 children[¬e]""']",50,,"['Page 4:\n[¬s]""50 children[¬e]""']",50,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""50 children[¬e]""']",50,,"['Page 4:\n[¬s]""50 children[¬e]""']",50,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
46887861,Amendum (2011),2011,['Feedback'],NA,,364,NA,,['Mixed gender'],NA,47.53,,66,"['Page 9:\n[¬s]""and most of the students (56.7%–78.4%) were\neligible for free or reduced-price lunch[¬e]""']",,"% between 56.7% and 78.4%, took an average",NA,,NA,NA,,"['Page 11:\n[¬s]""Experimental\nFocal\n(n ⫽ 112)""\n""Experimental\nNonfocal\n(n ⫽ 125)[¬e]""']",237,,"['Page 11:\n[¬s]""Control\nFocal\n(n ⫽ 63)""\n""Control\nNonfocal\n(n ⫽ 64)[¬e]""']",127,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092749,Anderson (1973),1973,['Feedback'],NA,,82,"['Page 54:\n[¬s]"" 26, 27, and 29 students who had completed the entire sequence.[¬e]""']",,['Male only'],"['Page 58:\n[¬s]""he""\n"" he""\n""he[¬e]""']","Not stated that the sample was all male, however author refers to students using male pronouns. ",,NA,NA,,NA,NA,,NA,NA,,"['Page 54:\n[¬s]"" 26, 27,[¬e]""']",53,,"['Page 54:\n[¬s]""29 students[¬e]""']",29,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092571,Andrade (2008),2008,['Feedback'],NA,,116,"['Page 3:\n[¬s]""116 volunteer participants.[¬e]""', 'Page 6:\n[¬s]""Comparison Male 23.92 5.22 23 Female 24.73 4.18 23 Total 24.33 4.69 46 Treatment Male 27.25 4.77 29 Female 29.32 4.82 41 Total 28.46 4.87 70 Total Male 25.78 5.20 52 Female 27.67 5.07 64 Total 26.82 5.19 116[¬e]""']",,['Mixed gender'],"['Page 3:\n[¬s]""Among the participants, 52 (44.8%) were boys, and 64 (55.2%) were girls.[¬e]""']",64,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""Three classes were grade 3 (N = 46) and four were grade 4 (N = 70).[¬e]""', 'Page 6:\n[¬s]""Table 3.""\n""Treatment""\n""70[¬e]""']",70,,"['Page 3:\n[¬s]""Three classes were grade 3 (N = 46) and four were grade 4 (N = 70)[¬e]""', 'Page 6:\n[¬s]""Table 3.""\n""Comparison""\n""46[¬e]""']",46,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
47515942,Armour-Thomas (1987),1987,['Feedback'],NA,,92,"['Page 7:\n[¬s]""92 subjects[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""44 boys and 45 girls[¬e]""']",50.56 ,,NA,NA,,the students attend a school which is predominantly for low income,"['Page 7:\n[¬s]""in a predominantly low\nincome New York City school district ([¬e]""']",,NA,NA,,"['Page 17:\n[¬s]""N = 23""\n""N = 21""\n""N = \'n.\'n.[¬e]""']",66,,"['Page 17:\n[¬s]""N = 23[¬e]""']",23,,NA,NA,,NA,NA,,"['Page 17:\n[¬s]""N = 23""\n""N = 21""\n""N = \'n.\'n.[¬e]""']",66,,"['Page 17:\n[¬s]""N = 23[¬e]""']",23,,NA,NA,,NA,NA,,['Yes'],"['Page 7:\n[¬s]""92 subjects was selected""\n""89 subjects""\n""completed the study\n(three subjects were absent for the posttest)[¬e]""']",NA,,NA,0,,"['Page 7:\n[¬s]""89 subjects""\n""completed the study\n(three subjects were absent for the posttest)""\n""92 subjects was selected[¬e]""']",3.260,
37092572,Arter (1994),1994,['Feedback'],NA,,132,"['Page 4:\n[¬s]""Six classrooms of fifth graders""\n"" Classrooms were randomly assigned to either a ""treatment"" (integration) or a ""control"" (observation) condition.""\n""There were 67 students in the integration group and 65 students in the observation group.[¬e]""']",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""Classrooms were randomly assigned to either a ""treatment"" (integration) or a ""control"" (observation) condition. There were 67 students in the integration group[¬e]""']",67,,"['Page 4:\n[¬s]""Classrooms were randomly assigned to either a ""treatment"" (integration) or a ""control"" (observation) condition.""\n"" 65 students in the observation group.[¬e]""']",65,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37061105,Aumiller (1963),1963,['Feedback'],NA,,190,NA,,['No information provided'],NA,NA,,NA,NA,,NA,"['Page 3:\n[¬s]""Elementar.y students in the Mil ton A.Na Joint School Dis\xad t r i c t are from m.iddle and lowr middle cl.a.ss :t>ackgroun.dS.[¬e]""']",,NA,NA,,"['Page 29:\n[¬s]""40""\n""56[¬e]""']",96,,"['Page 29:\n[¬s]""40""\n""54[¬e]""']",94,,NA,NA,,NA,NA,,"['Page 29:\n[¬s]""40""\n""56[¬e]""']",96,,"['Page 29:\n[¬s]"" 40""\n"" 54[¬e]""']",94,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
46888119,Baadte (2014),2014,['Feedback'],NA,,72,"['Page 6:\n[¬s]""72[¬e]""']",,['Mixed gender'],NA,47.22 ,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 8:\n[¬s]""72 participants[¬e]""']",36,,"['Page 8:\n[¬s]""72 participants[¬e]""']",36,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""72 participants[¬e]""']",36,,"['Page 8:\n[¬s]""72 participants[¬e]""']",36,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
46887945,Back (2005),2005,['Feedback'],NA,,156,"['Page 3:\n[¬s]""156 students[¬e]""']",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""79[¬e]""']",79,,"['Page 3:\n[¬s]""77[¬e]""']",77,,NA,NA,,NA,NA,,NA,79,,"['Page 3:\n[¬s]""77[¬e]""']",77,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
