ItemID,Title,SMD_1,SMD_2,SMD_3,SMD_4,SMD_5,SMD_6,SMD_7
37116221,Abbondanza (2013),0.5174200385470709,-0.0023959214466976082,0.35507384761627875,NA,NA,NA,NA
37092570,Adler (1998),0.165,0.153,0.1,-0.458,0.428,NA,NA
39253274,Allen (2003),-0.7288138037440216,0.039499376450574115,NA,NA,NA,NA,NA
37133863,Allsopp (1995),0.1596,NA,NA,NA,NA,NA,NA
37092749,Anderson (1973),1.15470054,NA,NA,NA,NA,NA,NA
37092571,Andrade (2008),0.83,0.8652571333180417,NA,NA,NA,NA,NA
37093532,Arblaster (1991),1.6870216452511606,NA,NA,NA,NA,NA,NA
37092572,Arter (1994),0.3,0.3,0.2,0.03,0.14,0.13,NA
37093533,Atherley (1989),0.6814180614274571,NA,NA,NA,NA,NA,NA
37061105,Aumiller (1963),-0.005847001051816205,0.005205522605402124,-0.02706815334029614,NA,NA,NA,NA
37092622,Baechie (1990),0.6547683372548785,0.6661331198291623,NA,NA,NA,NA,NA
40117187,Baker (1996),0.3006,0.3035,NA,NA,NA,NA,NA
37133865,Baker (2005),1.0958,NA,NA,NA,NA,NA,NA
39253276,Bakle (2010),0.12,0.04,-0.2167968058294138,0.09,0.23,0.23,0.19
37093467,Bar-Eli (1982),1.0033,1.1057,NA,NA,NA,NA,NA
40117110,Barron (1993),NA,NA,NA,NA,NA,NA,NA
40117111,Bechtel (1991),NA,NA,NA,NA,NA,NA,NA
37671594,Bennett (2013),0.0032097368927832748,-0.32011358269564855,-0.40615917017293723,-0.41423267542241726,NA,NA,NA
37092573,Benson (1979) 1_1,0.22,0.3,NA,NA,NA,NA,NA
40294885,Benson (1979) 1_2,0.21153298839986195,NA,NA,NA,NA,NA,NA
40117190,Bergin (1992),0.8321507701304607,1.026217193265868,NA,NA,NA,NA,NA
40117239,Berninger (2006),0.58,NA,NA,NA,NA,NA,NA
40117240,Berninger (2006),0.31712959142405106,NA,NA,NA,NA,NA,NA
37092626,Bethge (1982),0.8552295541864451,NA,NA,NA,NA,NA,NA
38296603,Biggart (2015),0.1641147264337767,NA,NA,NA,NA,NA,NA
37092628,Bilsky (1978),2.4288892783926337,NA,NA,NA,NA,NA,NA
40294886,Bingham (2010) SGT,1.5468555331995495,NA,NA,NA,NA,NA,NA
37671632,Blatchford (2007),0.0,-0.002,NA,NA,NA,NA,NA
37092755,Block (1970),0.5190578822021408,NA,NA,NA,NA,NA,NA
40294887,Boggiano (1985) 1_2,NA,NA,NA,NA,NA,NA,NA
37091022,Bohannon (1975),2.75,1.423,NA,NA,NA,NA,NA
39253250,Borman (2006),0.0,NA,NA,NA,NA,NA,NA
39253387,Borman (2009),0.4,0.27,NA,NA,NA,NA,NA
37092604,Boulet (1990) 1_1,-0.032906514663289664,NA,NA,NA,NA,NA,NA
40294889,Boulet (1990) 1_2,0.25139695858301786,NA,NA,NA,NA,NA,NA
37093538,Bramlett (1994),0.10189143045513452,0.07585339466995261,0.10712358104167707,0.03675226673741729,NA,NA,NA
37091024,Brandstetter (1978) 1_1,1.0215,NA,NA,NA,NA,NA,NA
40294890,Brandstetter (1978) 1_2,0.37,NA,NA,NA,NA,NA,NA
37092631,Bridgeman (1974) 1_1,0.20595291604648835,NA,NA,NA,NA,NA,NA
40294891,Bridgeman (1974) 1_2,-0.09837495537915092,NA,NA,NA,NA,NA,NA
39253196,Brody (1984),0.022438256258036852,NA,NA,NA,NA,NA,NA
37092605,Brookhart (2008),0.1737858264240051,0.7575422503800845,NA,NA,NA,NA,NA
37671541,Brown (2005),1.048823107297806,0.4058831610817663,NA,NA,NA,NA,NA
37133869,Bruno (2004),0.38,NA,NA,NA,NA,NA,NA
37093539,Brush (1997),0.31674093364811645,NA,NA,NA,NA,NA,NA
38296605,Buchanan (2015) Pri,-0.08,-0.04,NA,NA,NA,NA,NA
38296604,Buchanan (2015) Sec,0.051,-0.16,-0.026,0.09,NA,NA,NA
37061108,Bumgarner (1984),-0.2205,NA,NA,NA,NA,NA,NA
37671596,Bunn (2008),0.6265804128219145,0.8770507292922585,NA,NA,NA,NA,NA
37671542,Burgoyne (2012),0.0969205506106487,0.37611784782921515,NA,NA,NA,NA,NA
37092634,Butler (1986) 1_1,1.539,NA,NA,NA,NA,NA,NA
40294895,Butler (1986) 1_2,1.1185,NA,NA,NA,NA,NA,NA
37092633,Butler (1987) 1_1,2.4565986810386904,0.5840134512867668,NA,NA,NA,NA,NA
40294893,Butler (1987) 1_2,0.54103558780906,-0.37008627366673724,NA,NA,NA,NA,NA
40294894,Butler (1987) 1_3,0.3675482729991389,0.48174765333728164,0.849736522829823,0.2646792525645757,NA,NA,NA
37092575,Caccamise (2007) 1_1,0.38,NA,NA,NA,NA,NA,NA
40294896,Caccamise (2007) 1_2,0.4243,NA,NA,NA,NA,NA,NA
37093518,Calhoon (2003),0.39974130948936515,0.2553318368079328,0.5809232159065132,-0.012345468952495631,NA,NA,NA
40117116,Campbell (1994),NA,NA,NA,NA,NA,NA,NA
37116223,Carberry (2003),0.03415998773279584,0.18382900600361157,NA,NA,NA,NA,NA
37093351,Carlton (1985),0.3666627930075315,0.3629802114675482,0.4156415527338777,0.38062795756342227,NA,NA,NA
40117117,Cason (1995),0.2031,0.1054,NA,NA,NA,NA,NA
39253388,Chaplin (2006),NA,NA,NA,NA,NA,NA,NA
40117193,Chase (2000),0.16,0.6,0.7,NA,NA,NA,NA
40117118,Chen (1994),NA,NA,NA,NA,NA,NA,NA
37116229,Chu (2017),0.5242141602410161,NA,NA,NA,NA,NA,NA
37671546,Clarke (2017),-0.2307563326544724,0.45452835461080077,0.06652527867294698,0.22603845748922566,0.08545592432559382,NA,NA
39253281,Cleary (2001),0.9813378093332817,NA,NA,NA,NA,NA,NA
37092576,Coe (2011),0.11,0.07,0.117,0.132,0.144,0.112,0.054
37671598,Cole (2009),1.4226746337453475,0.4109974727476854,NA,NA,NA,NA,NA
40117120,Consolie (1999),1.0270174903444584,NA,NA,NA,NA,NA,NA
43090135,Cooper (2016) PT,0.08356793373970464,NA,NA,NA,NA,NA,NA
37671620,Cooper (2016) TA,0.024110791383376795,NA,NA,NA,NA,NA,NA
40117121,Costa (1987),0.0,0.0,0.0,NA,NA,NA,NA
37093542,Craker (1981),0.3320601632885191,0.537424474212523,0.07221934783874365,0.4057253307868112,NA,NA,NA
37091026,Crutcher (1975),0.8733515769210948,0.8215245504485498,0.8215245504485498,0.8733515769210948,NA,NA,NA
39253200,Culp (1973),NA,NA,NA,NA,NA,NA,NA
39253314,D'Agostino (1995),-0.12217034994470705,-0.12814563948821134,NA,NA,NA,NA,NA
37093543,Davenport (1999),0.4624,NA,NA,NA,NA,NA,NA
39253203,David (1974) 1_1,0.3922538025263408,-0.034360050734146254,-0.10527373794359428,NA,NA,NA,NA
43090138,David (1974) 1_2,-0.27226567017834663,NA,NA,NA,NA,NA,NA
40117246,DeCicca (2007),NA,NA,NA,NA,NA,NA,NA
40117123,DeLaro (1994),NA,NA,NA,NA,NA,NA,NA
37093616,Dion (2011),0.36243595707399956,0.36243595707399956,0.2776668790300591,0.2819146989847825,NA,NA,NA
37671548,Dockrell (2015),0.4,0.17,0.26,0.2,0.5,0.06,0.1
43090143,Dorval (1978) TA,1.1638,NA,NA,NA,NA,NA,NA
37091027,Dubrule (1984),NA,NA,NA,NA,NA,NA,NA
37093544,Duff (1974),0.7485541619237269,NA,NA,NA,NA,NA,NA
37671600,Duff (2014),0.0886299846298406,0.02292484362865593,0.0,NA,NA,NA,NA
40117126,Dunn (1996),0.0,NA,NA,NA,NA,NA,NA
39253282,Durand (2002),0.05469592576513954,-0.02770053091604795,0.011343824675681726,-0.04630254886104071,0.06418177807724428,-0.07643402001312839,NA
39253283,Dwight (2010),0.4944609655541467,NA,NA,NA,NA,NA,NA
40117194,Dynarski (2004),0.04,NA,NA,NA,NA,NA,NA
37133886,Early (1998),0.7208487534048417,1.0479078579162957,0.5282010006563613,NA,NA,NA,NA
37092761,Eggen (1978),0.6851,0.3952,NA,NA,NA,NA,NA
40294902,Ehlinger (1988) FB,-0.0093,0.2369,NA,NA,NA,NA,NA
38878251,Ehri (2007) SGT,0.17644313667759332,0.22527297713021216,NA,NA,NA,NA,NA
39253253,Ellers (2009),-0.1981341151179494,NA,NA,NA,NA,NA,NA
37061114,Elliot (1986),0.0219,0.3761,0.0192,0.2926,NA,NA,NA
40117128,Elsberry (1992),0.5468,0.2001,0.1558,0.1554,0.7437,0.7374,NA
37093353,Erickson (1972),-0.1592,0.3986,NA,NA,NA,NA,NA
40117129,Espinosa (2000),NA,NA,NA,NA,NA,NA,NA
37093472,Fantuzzo (1992),1.537591543618017,0.16648791067723268,NA,NA,NA,NA,NA
37093471,Fantuzzo (1995),0.34199196971232515,0.34674818943554064,0.733175276349018,NA,NA,NA,NA
38878265,Fien (2011),0.5643776515093196,-0.045213277252295535,0.6593026980114278,NA,NA,NA,NA
40117274,Finch (1997),0.0957612035122015,NA,NA,NA,NA,NA,NA
37093506,Fisher (2001),2.575464653575774,3.0743543298479024,NA,NA,NA,NA,NA
37092577,Fitzgerald (1987),0.7,0.8870621511702175,NA,NA,NA,NA,NA
37133895,Fitz-Gibbon (1990),0.25064954330753075,NA,NA,NA,NA,NA,NA
39253205,Fonzi (1984),-0.38369351049607037,-0.041378626436274546,-0.3756655748394578,-0.05569712838082361,NA,NA,NA
37092578,Franzke (2005),0.11,NA,NA,NA,NA,NA,NA
37671552,Fricke (2013),0.4,0.4615782166525543,0.5184003173103142,0.97,NA,NA,NA
37671553,Fricke (2017),0.2841666317590567,0.22216772171751806,0.018743597245211185,0.17429789446370206,NA,NA,NA
37091029,Fuchs (1984),0.348,0.169,0.454,0.348,NA,NA,NA
37092579,Fuchs (1989),-0.10530696361209047,-0.0924681348928213,NA,NA,NA,NA,NA
37092580,Fuchs (1991),-0.6955074564646285,NA,NA,NA,NA,NA,NA
37092581,Fuchs (1991),1.574796559707005,NA,NA,NA,NA,NA,NA
40294904,Fuchs (1994) FB,0.26850625175195403,0.6655751319596103,0.20142989924862728,-0.044336389810929716,0.43739638815198,0.9421012627075569,0.19409750425426325
37093553,Fuchs (1995),0.6189223203269699,0.26989013673540563,0.15585924412531968,NA,NA,NA,NA
37093549,Fuchs (1997),0.0,0.39617714149569605,0.12216749368465288,0.49108520321402216,0.7096530007925977,0.8046054076953405,NA
37093550,Fuchs (1997),0.23774275878594872,0.3537823929664881,NA,NA,NA,NA,NA
37093524,Fuchs (1997),0.6681606748395288,-0.0981377504121441,0.844424676097337,0.22425427177390841,0.825963286983702,0.5327960164470334,NA
37133902,Fuchs (1998),-0.3546611081730811,0.11359413304793685,0.07650653848771644,NA,NA,NA,NA
37093618,Fuchs (1999),0.074026851590129,0.4771825027096944,NA,NA,NA,NA,NA
37093551,Fuchs (1999),0.04609870942796624,0.03026007677670773,NA,NA,NA,NA,NA
37093523,Fuchs (2001),0.4180121040145439,NA,NA,NA,NA,NA,NA
37116212,Fuchs (2002),0.29563954100080225,-0.03729774091923147,NA,NA,NA,NA,NA
40117132,Gandara (1994),NA,NA,NA,NA,NA,NA,NA
37133906,Gardner (1973),0.41827205465170053,0.7808135403433517,0.8730636925981631,0.3217511090137083,0.5702802586450377,1.3149330951182276,NA
37093555,Gardner (1982),0.41827205465170053,0.7808135403433517,0.8730636925981631,0.3217511090137083,0.5702802586450377,1.3149330951182276,NA
40117276,Gentilcore (2002),0.00039317334482575505,NA,NA,NA,NA,NA,NA
37061127,Gherfal (1982),0.8758,NA,NA,NA,NA,NA,NA
37671623,Gibbs (2001),1.62,0.47,1.58,NA,NA,NA,NA
37093477,Ginsburg-Block (1997),0.6766699430878724,NA,NA,NA,NA,NA,NA
37093478,Ginsburg-Block (1998),0.6137699075914727,0.32088069760674337,0.7152,NA,NA,NA,NA
37092650,Glover (1989),0.2862235485800524,NA,NA,NA,NA,NA,NA
37133911,Gmitter (1989),0.22396075313544803,0.9243678354149912,0.5044121877290165,0.4747969699348737,0.2855,0.4668,0.7778363727727424
37671603,Goetz (2008),0.8,1.03,NA,NA,NA,NA,NA
38296617,Gorard (2014),0.2370019857515214,0.3615911942982246,0.31,0.39,NA,NA,NA
38296615,Gorard (2015),0.23961043510391788,0.38079556872794895,NA,NA,NA,NA,NA
38296616,Gorard (2015),0.2392444268505048,0.20223266620091107,NA,NA,NA,NA,NA
40117250,Gottfredson (2010),0.0,NA,NA,NA,NA,NA,NA
38878252,Gottshall (2007),0.1212,0.0681,0.4741,0.0329,NA,NA,NA
37093559,Goyen (1994),0.9327,2.3005303104597457,1.2552170329533832,NA,NA,NA,NA
37671634,Graham (2007),-1.0780832666327438,-1.2056730618463554,0.738,0.3553,NA,NA,NA
37671557,Graves (2010),0.31781082437465336,0.2677184984974257,0.4368795451504067,0.14501381273287112,NA,NA,NA
37671558,Gray (2007),1.1499,NA,NA,NA,NA,NA,NA
37093560,Greenwood (1989),0.3777564542067826,0.6069158774180639,NA,NA,NA,NA,NA
37133917,Gregg (1994),0.5051124130914597,1.1317479639312904,0.8978556545054681,1.9477633219464483,NA,NA,NA
40117251,Grolnick (2007),0.043761724479942914,0.2821580726852881,0.04926569523076465,NA,NA,NA,NA
37092582,Guastello (2001) FB,2.17998870924882,NA,NA,NA,NA,NA,NA
37133918,Gudbrandsen (2005) PT,0.48554197514109687,0.07886198967081888,NA,NA,NA,NA,NA
37671515,Guerrero (2015),0.4,0.6,NA,NA,NA,NA,NA
38878253,Gunn (2005),0.22754229058925088,0.30646322072709953,0.22356065004547404,NA,NA,NA,NA
37671559,Gwernan-Jones (2018),1.8775052016450913,1.663971351033221,0.6436781609195409,NA,NA,NA,NA
40117134,Haenn (1996),-0.306,0.0133,0.0067,0.122,NA,NA,NA
37671520,Haley (2017),-0.048531064698393314,0.10438274349312894,0.2524382766234755,0.10008449368331897,0.46,0.23087838677946862,NA
37092655,Hanna (1976),0.2276274441100557,NA,NA,NA,NA,NA,NA
37133919,Hannah (2008),0.6582111122705385,NA,NA,NA,NA,NA,NA
37116213,Hardegree (2012),0.0,0.0228,-0.2816,NA,NA,NA,NA
37091033,Haring (1975),1.1571198943714396,NA,NA,NA,NA,NA,NA
39253318,Harlow (2001),NA,NA,NA,NA,NA,NA,NA
40117135,Hasselmeier (1997),0.5020413746516067,NA,NA,NA,NA,NA,NA
37671562,Hatcher (2006),0.12364405075026785,0.69,0.1795185732740261,0.79,NA,NA,NA
40117175,Hausner (2000),0.13936041777188019,0.3961099073796483,0.08044487024109838,0.01648882939565039,NA,NA,NA
39253285,Haymon (2009),-0.18826015836058382,NA,NA,NA,NA,NA,NA
40117136,Heaberlin (2000),-0.5011442921947953,0.6356237813364412,-0.027198691312458462,0.2629175902204013,0.0008165521672734871,-0.337010579693536,NA
37093480,Heller (1992),0.9423824342647886,NA,NA,NA,NA,NA,NA
37133921,Hilger (2000),0.29942199284992305,0.17624939955441832,NA,NA,NA,NA,NA
39253320,Hink (1986),0.4107,-0.0428,NA,NA,NA,NA,NA
40117252,Hirsch (2011),0.1012034617583041,NA,NA,NA,NA,NA,NA
40117253,Hobbs (2012),0.035380786447954615,NA,NA,NA,NA,NA,NA
40398941,Hodgen (2019),0.1278045598265056,NA,NA,NA,NA,NA,NA
37092584,Holman (2011),0.3409658863863563,0.23881375803407118,NA,NA,NA,NA,NA
37671521,Holmes (2013),0.4,0.47,NA,NA,NA,NA,NA
39253321,Howes (1989),-0.14065365146257147,NA,NA,NA,NA,NA,NA
37092768,Hughes (1973),0.8152,NA,NA,NA,NA,NA,NA
37671626,Hund-Reid (2008),1.3878,0.4515,0.0,1.6677,0.5901,NA,NA
37671605,Hund-Reid (2013),2.1,1.2,1.0,1.4,NA,NA,NA
37061117,Hymel (1980),NA,NA,NA,NA,NA,NA,NA
37133923,Inglis (2002),0.5321555954951244,NA,NA,NA,NA,NA,NA
37116224,Jackson (2016),0.48461537472786714,0.27874173663922625,NA,NA,NA,NA,NA
39253390,Jacob (2004),0.5968555366536672,0.33015159740746497,0.17299327737286713,0.09843529927906963,NA,NA,NA
37061115,Jacobs (1966),-0.20925906044159093,-0.9136090081522759,-0.3920134936695224,NA,NA,NA,NA
37093509,Jacobson (2001),0.4850738980188045,NA,NA,NA,NA,NA,NA
37671565,Jason (1994),0.3948,0.5426,0.5906,NA,NA,NA,NA
40294914,Jenkins (1991) PT,-0.2184526188997749,-0.2184526188997749,0.16974201784167792,0.2263964719397096,NA,NA,NA
40117256,Jenner (2007),NA,NA,NA,NA,NA,NA,NA
37092585,Jewell (2003),0.13077664603753608,0.10771274221008724,NA,NA,NA,NA,NA
40117137,Johnson (1984),1.05,NA,NA,NA,NA,NA,NA
37671627,Jones (2016),0.3045,NA,NA,NA,NA,NA,NA
37093568,Kahl (1994),0.6824440683981003,NA,NA,NA,NA,NA,NA
37116222,Karagiannakis (2008),0.4138,0.1005,NA,NA,NA,NA,NA
40117257,Kauh (2011),-0.01,0.09,0.01,NA,NA,NA,NA
37091034,King (1983),-0.05391511066061974,NA,NA,NA,NA,NA,NA
37092606,King (2003),-0.23650928498955198,NA,NA,NA,NA,NA,NA
38296632,King (2015),-0.05,-0.07,0.01,0.2,0.17,0.3,NA
40117138,Kneese (1996),0.310375030996983,0.2816737099350281,NA,NA,NA,NA,NA
40117141,Kneese (2000),0.0,NA,NA,NA,NA,NA,NA
39253322,Kociemba (1995),NA,NA,NA,NA,NA,NA,NA
37092607,Koedinger (2010),0.19508139302959146,NA,NA,NA,NA,NA,NA
