ID,toolkit_strand,short_title,main_authors,year,main_title,parent_title,parent_authors,type_name,abstract,volume,issue,pages,doi,url,publisher,city,institution
42025124,['Parental engagement'],Arnold (1996),Arnold Joy   J E   ,1996,A study to determine the effects of direct parental involvement on student mathematical achievement in grades three through five.,NA,NA,Dissertation,"The purpose of the study was to determine if direct parental training would effect third, fourth, and fifth grade students' academic performance in the area of mathematics. Mathematics is an important subject in elementary education. The major emphasis of the activities involved was on reinforcing computational skills. Those interested in the formal education of students, both in the K-12 arena and also teacher education programs at universities should find the analysis of the effects of parent-school involvement an important area of study. Parents who volunteered for the study were randomly assigned to one of three study groups. Treatment Group A consisted of direct parental training in the area of mathematical activities concentrating on computational skills which were played at home with their children. Treatment Group B only received the mathematical activities which were played at home with their children. Group C was the Control Group. Based upon this research, parental involvement does not make a difference with third and fifth grade students' mathematical achievement test scores. There was however, significance with the fourth grade students' mathematical achievement test scores. Further analysis revealed that at the third grade, those students who returned log books scored significantly higher on the mathematic achievement test scores than those students who did not return the log books. There was no significance found for the fourth and fifth grades with respect to the log books. Additionally, at the third grade, females played more of the mathematical activities than did the males. At the fourth grade, the males played more of the mathematical activities than the females, at the fifth grade, the males played approximately twice as many mathematical activities as the females. There was no significance found at the third and fourth grades with respect to gender, however, significance was found at the fifth grade.",NA,NA,NA,NA,https //search.proquest.com/docview/304274987,NA,NA,Wayne State University
42025125,['Parental engagement'],Austin (1988),Austin C A  ,1988,Homework as a parental involvement strategy to improve the achievement of first grade children.,NA,NA,Dissertation,"The purpose of this study was to determine if the math and reading scores achieved by first grade students on the Georgia Criterion Reference Test (GCRT) could be increased by parent-aided homework designed to give daily practice on the math and reading tested objectives. The subjects were 77 first grade children enrolled in an urban elementary school in the South and their parents. The school system placed children in one of four first grade classrooms in the fall, 1987, based on their achievement scores in reading and math. Mean class achievement scores and teacher experiences were used to designate two classes as experimental and two as comparison. Parents of children in the experimental classes received a group meeting at the beginning of the year, another meeting in the middle of the year, and daily parent-aided homework assignments listing the objective and learning activity from October, 1987 to April, 1988. The comparison parents received two group meetings, with different content, and no systematic parent-aided homework. Analysis of Covariance and Sheffe's procedure failed to reject null hypotheses 1 and 2 indicating that no significant differences existed in achievement scores received in reading and math on the GCRT between students who had received the parent/homework intervention program and those who had not. Computation of Pearson's r yielded moderate positive correlations allowing the rejection of null hypotheses 3 and 4, thus, revealing a positive correlation did exist between the number of reading and math parent/homework intervention assignments completed and GCRT reading and math achievement scores. The moderate positive correlations found between achievement scores and amount of homework completed along with the positive responses from parents and students indicated that homework can be effectively used with primary age children when parent participation is included in the homework process. The study demonstrated that (1) homework will be completed by primary age students if it is well-organized and easy to locate  (2) completion of parent-aided homework is moderately related to academic achievement  and (3) the parent/homework intervention program improved parent's understanding of their child's educational strengths and weaknesses, relations with the school, and the overall climate of parent-teacher relations.",NA,NA,NA,NA,https //search.proquest.com/docview/303717870,NA,NA,Memphis State University
42025487,['Parental engagement'],Barhava‐Mònteith (1999),Barhava‐Mònteith Galia   Harré Niki   Field Jeff   ,1999,A Promising Start  An Evaluation of the HIPPY Program in New Zealand,Early Child Development and Care,NA,"Journal, Article","Three studies were carried out to investigate the impact of participation in the Home Instruction Programme for Preschool and Year One Youngsters (HIPPY) on New Zealand children's reading ability, school readiness and school behaviour. In study 1, scores on a Reading Diagnostic Survey were obtained for 77 six?year?old HIPPY children and 704 six?year?old non?HIPPY children. In study 2, 29 HIPPY children who had recently entered school and 29 control children were assessed using four subsections of the Metropolitan Readiness tests. In the third study the Behavioural Academic Self Esteem Scale (BASE) was completed by teachers for the HIPPY and control children in study 2 as well as all their classmates. HIPPY children were found to show consistently better performance on all of the measures used and the differences reached statistical significance on three of the six sub?tests of the Reading Diagnostic Survey and the BASE scale.",159,1,145-157,https //doi.org/10.1080/0300443991590112,NA,NA,NA,NA
42024853,['Parental engagement'],Barkley (2000),Barkley Russell A  Shelton Terri L  Crosswait Cheryl   Moorehouse Maureen   Fletcher Kenneth   Barrett Susan   Jenkins Lucy   Metevia Lori   ,2000,Multi-method psycho-educational intervention for preschool children with disruptive behavior  Preliminary results at post-treatment,The Journal of Child Psychology and Psychiatry and Allied Disciplines,NA,"Journal, Article","Annual screenings of preschool children at kindergarten registration identified 158 children having high levels of aggressive, hyperactive, impulsive, and inattentive behavior. These 'disruptive' children were randomly assigned to four treatment conditions lasting the kindergarten school year  no treatment, parent training only, full-day treatment classroom only, and the combination of parent training with the classroom treatment. Results showed that parent training produced no significant treatment effects, probably owing largely to poor attendance. The classroom treatment produced improvement in multiple domains  parent ratings of adaptive behavior, teacher ratings of attention, aggression, self-control, and social skills, as well as direct observations of externalizing behavior in the classroom. Neither treatment improved academic achievement skills or parent ratings of home behavior problems, nor were effects evident on any lab measures of attention, impulse control, or mother-child interactions. It is concluded that when parent training is offered at school registration to parents of disruptive children identified through a brief school registration screening, it may not be a useful approach to treating the home and community behavioral problems of such children. The kindergarten classroom intervention was far more effective in reducing the perceived behavioral problems and impaired social skills of these children. Even so, most treatment effects were specific to the school environment and did not affect achievement skills. These findings must be viewed as tentative until follow-up evaluations can be done to determine the long-term outcomes of these interventions.",41,3,319-332, https //doi.org/10.1111/1469-7610.00616,NA,NA,NA,NA
42059739,"['Parental engagement', 'Phonics', 'Summer schools']",Beach (2004),Beach D W  ,2004,The effects of a school district's kindergarten readiness summer program on phonological awareness skills of at-risk prekindergarten students  A regression discontinuity analysis,NA,NA,Dissertation,"Although there is considerable evidence linking phonological awareness to early reading performance, few research studies have been conducted to measure early interventions of explicit phonological awareness instruction, including parents as teachers, with 4- and 5-year-old prekindergarten children  among those that have been completed, research methods have often been seriously flawed. The purpose of this study was to determine if prekindergarten children who participated in an explicit phonological-awareness training program, which included their parents as teachers, entered kindergarten at a reading readiness level higher than would have been expected had they not participated in the program. An additional goal of this research was to demonstrate the utility of the regression discontinuity design in program evaluation. The independent variable (program treatment) was participation in a phonological awareness-based, kindergarten-readiness, summer program. The dependent variable (post-program measure) was the level of phonological awareness as measured by the Dynamic Indicators of Basic Early Literacy Skills (DIBELS) kindergarten subtests. A kindergarten-readiness screening was used to assign students to program or nonprogram status. Results of this study yielded standardized effect sizes of 0.18 and 0.16. These treatment effects of the kindergarten-readiness summer program on the initial sounds fluency (ISF) and letter naming fluency (LNF) subtests of the DIBELS were small, but comparable to other studies of phonological awareness. Program gains of this magnitude are very important considering feasibility and duration of the independent variable. Additionally, students' scores increased 3.3 points on the DIBELS ISF and a 5.1 points on the DIBELS LNF. Comparing these scores to benchmarks of performance established in DIBELS research indicate that the program treatment contributed to substantial gains that warrant consideration in program evaluation. This study of the effectiveness of phonological awareness instruction with prekindergarten children added to current research on assessment procedures for early identification and early intervention of children who are at-risk, and provided data concerning the effectiveness of school readiness programs, specifically phonological awareness instruction for prekindergarten students.",NA,NA,NA,NA,https //search.proquest.com/docview/85629540,NA,"Logan, UT",Utah State University
42025129,['Parental engagement'],Bermúdez (1990),Bermúdez Andrea B  Padron YN   ,1990,Improving language skills for Hispanic students through home-school partnerships,Journal of Educational Issues of Language Minority Students,NA,"Journal, Article","This study explored the effects of a university school district collaborative educational program for parents of language minority students. The model integrates parent education in the inservice teacher training curriculum. The program consists of a three-credit-hour graduate course involving three phases  a) on-campus training for the inservice teachers in English as a second language (ESL) methodology and in issues relating to parenting, b) seven weeks of on-site ESL and topical instruction related to school-home learning issues for adults whose children attend the surrounding area schools, and c) on—campus debriefing for the inservice teachers to discuss and evaluate the field experience.",6,1,33-43,NA,NA,NA,NA,NA
42024854,['Parental engagement'],Beveridge (1981),Beveridge M   Jerrams Ann   ,1981,Parental Involvement in Language Development  An Evaluation of a School-Based Parental Assistance Plan,British Journal of Educational Psychology,NA,"Journal, Article","In 4 groups of nursery school children (N = 10 per group, aged 3 5-4 5), each S was matched with 1 member of each of the other groups on the English Picture Vocabulary Test (EPVT), Reynell Language Development Scales, & Raven's Progressive Matrices. A parental assistance plan (PAP) was devised to involve parents in working on language with their children at home 20 minutes a day & brought the parents into school a few hours per week for 12 weeks. The mothers of 2 groups followed the PAP (1 group also received the Distar language program), 1 group received only the Distar, & 1 group received no formal intervention but merely played with toys in the presence of a teacher for an equivalent period. Results of an immediate EPVT posttest & another one 18 months later showed that the groups with the PAP showed significantly greater increase in language development.",51,3,259-269, https //doi.org/10.1111/j.2044-8279.1981.tb02484.x,NA,NA,NA,NA
47269778,['Parental engagement'],Brickman (2002) PE,Brickman Sharon Olivia  ,2002,Effects of a joint book reading strategy on Even Start,NA,NA,Dissertation,"Effects of teaching Spanish-speaking Even Start mothers to use dialogic reading strategies with their preschool children were examined in this experimental study. Thirty-four children and their mothers participated. Mothers in the treatment group were taught to use the strategy to engage their children in conversation while reading storybooks. Data gathered from the children at pretest and posttest were measures of receptive vocabulary (Peabody Picture Vocabulary Test-Revised), expressive vocabulary by calculating mean length of utterance and concepts about print using a checklist. Use of the Adult/Child Interactive Reading Inventory (ACIRI) provided data about mother and child behaviors at pretest and posttest. An attitudinal measure assessed the trained mothers' self-efficacy as a literacy coach. Findings include direct effects on the mothers' ability to use the strategy as well as indirect effects on the children's emergent literacy behaviors. Statistically significant effects were found for concepts about print (p < .05) using an ANOVA. A strong positive correlation (r(12) = .85, p < .001) between the treatment group mother's and child's ACIRI score was found. Time spent in Even Start (p < .02) and the mother's ACIRI score (p < .01) were positively related to the child's mean length of utterance in a multiple linear regression analysis. A moderate positive correlation was found (r(12) = .54, p < .05) for the relation between the mother's ACIRI score and the self-efficacy measure at posttest. Implications include a promising reading strategy resulting in the growth of emergent literacy skills for bilingual children and changed reading behaviors for their mothers in workshop format that could be easily and inexpensively incorporated into existing curriculum in intergenerational literacy programs.",NA,NA,NA,NA,https //search.proquest.com/docview/305504308,NA,Norman,NA
42025132,['Parental engagement'],Busco (1991),Busco R A  ,1991,"The impact of a Hispanic parental involvement literacy program on limited English proficiency students in Grades 1, 2, and 3.",NA,NA,Dissertation,"The project evaluated in this dissertation was intended to help limited-English-proficient (LEP) Hispanic students achieve competence in their native language of Spanish while engaging in classroom study that used some English. The project was also intended to provide indirect instruction to these students' parents and other family members who could facilitate their educational achievement. Participants were 124 students and their parents from a small California school district with a population that is primarily Spanish speaking. The students were in eight bilingual classes in grades 1 through 3. Only 61 families were actually involved in project activities  the remaining families served as a control group. Teachers encouraged the students to take home literature backpacks, each containing a cassette player, audiotape, and Spanish literature book. They were asked to write their reactions to the audiotapes in a journal. Their parents were asked to share stories of their lives with their children and to initial the pages of the children's journals after reading them. The students' families were visited by two community aides, who encouraged the parents to read Spanish literature books once a night to their children. Parents were also encouraged to listen to the audiotapes from the backpack materials. The aides also verified the parents' participation by making sure they were sharing stories and initialing their children's journals. Academic achievement (using the Spanish Assessment of Basic Education (SABE)) and self-esteem (using the Behavioral Academic Self-Esteem Test (BASE)) were measured before and after 5 months of participation in the project. Treatment students made larger gains on all measures than did control students, but the differences were not statistically significant. Third graders scored significantly higher on the SABE in academic gains than did students in other grade levels. Female students scored significantly higher on the BASE than did males. Although no statistical support was shown for the program as indicated by statistical tests, the study did demonstrate that a parent literacy program can bond parents and children through a literacy environment. This environment is created through the use of techniques and materials that make literacy meaningful and enjoyable for students and their parents.",NA,NA,NA,NA,https //www.proquest.com/docview/303966149,NA,NA,NA
47269780,['Parental engagement'],Butler (1991) PE,Butler Susan R  ,1991,"Reading program—remedial, integrated, and innovative",Annals of Dyslexia,NA,"Journal, Article","An innovative integrated remedial reading program has been developed based on recent research findings. My longitudinal studies have revealed that poor reading compounds itself over the years. The majority of children with reading disabilities currently remain in regular classrooms with varying techniques being used depending upon individual school directives and current educational theory. Despite current remedial techniques, the poorer reader tends to remain so throughout the school years. Innovative techniques must be developed in the hope of altering this pattern. This paper presents one alternative strategy which can be used to upgrade reading skills and break the cycle of reading failure. The Reading Assistance Tutorial Pack (R.A.T. Pack) is a carefully sequenced series of activities that enables the learner to experience the motivating and reinforcing properties of success through all stages of phonetic and reading skills development. It is a systematic, multidisciplinary remedial reading program based on sound behavior, psycholinguistic and cognitive theories of learning—incorporating listening, speaking, seeing, writing, thinking, and comprehension skills. The R.A.T. Pack demands a high percentage of on-task behavior and trains phonological processing strategies. Functional language use is promoted through enjoyable activities involving sentence construction, cloze passages, puzzles, games, and other creative manipulations of the surface features of languages. The program has proven successful in schools, homes, and clinics.",41,1,119-127,NA,https //www.jstor.org/stable/23768518,NA,NA,NA
